chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,36,3.2.6 证据：为什么需要归一化？,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.2.6 证据：为什么需要归一化？ | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.2.6 证据：为什么需要归一化？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,37,3.2.7 后验：更新后的完整认识,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.2.7 后验：更新后的完整认识 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.2.7 后验：更新后的完整认识的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,38,3.2.8 后验预测分布,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.2.8 后验预测分布的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,39,贝叶斯流程图,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,贝叶斯流程图的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,41,3.3 贝叶斯思想：从经验知识到数据更新,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3 贝叶斯思想：从经验知识到数据更新的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,42,3.3.1 频率观点与贝叶斯观点,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3.1 频率观点与贝叶斯观点的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,43,3.3.2 贝叶斯更新的核心思想,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.3.2 贝叶斯更新的核心思想 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3.2 贝叶斯更新的核心思想的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,44,3.3.3 顺序更新：逐批实验的自然框架,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.3.3 顺序更新：逐批实验的自然框架 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3.3 顺序更新：逐批实验的自然框架的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,45,例3：Beta-Binomial 缺陷率更新,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 例3：Beta-Binomial 缺陷率更新 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,例3：Beta-Binomial 缺陷率更新的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,46,Beta-Binomial 的后验更新,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 Beta-Binomial 的后验更新 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,Beta-Binomial 的后验更新的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,47,Python案例：缺陷率贝叶斯更新,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 Python案例：缺陷率贝叶斯更新 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,Python案例：缺陷率贝叶斯更新的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,48,代码结果如何解释？,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 代码结果如何解释？ | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,代码结果如何解释？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,49,3.3.4 先验强度：经验影响有多大？,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.3.4 先验强度：经验影响有多大？ | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3.4 先验强度：经验影响有多大？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,50,3.3.5 先验敏感性分析,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.3.5 先验敏感性分析 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3.5 先验敏感性分析的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,51,3.3.6 贝叶斯不是“用经验压倒数据”,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3.6 贝叶斯不是“用经验压倒数据”的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,52,3.3.7 材料研究中的经验知识类型,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3.7 材料研究中的经验知识类型的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,53,3.3.8 材料案例：合金强度经验先验,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.3.8 材料案例：合金强度经验先验的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,55,3.4 最大似然估计与最大后验估计,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.4 最大似然估计与最大后验估计的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,56,3.4.1 为什么需要点估计？,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.4.1 为什么需要点估计？的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,57,3.4.2 最大似然估计 MLE,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.4.2 最大似然估计 MLE | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.4.2 最大似然估计 MLE的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
